,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
6826,0,30.0,32,-0.125,1.008,0.0345,1.0171,0.0,1.0198,0.9347,0.1915,-0.5755,0.6623,1.4753,0.9051,1.6262,0.6968,-0.6774,0.7478,70.2051,32.0121
6827,0,40.2267,56,0.3571,0.9425,0.1765,0.9941,-0.3191,0.958,0.7164,0.1383,-0.8473,0.8746,1.4711,0.8363,1.6897,0.8937,-0.8909,0.4584,88.102,26.0835
6828,1,30.0,28,0.6429,0.78,0.04,1.0198,-0.5455,0.8579,1.0507,0.0648,-0.6804,0.7179,1.6632,0.9071,1.8437,0.6603,-0.6296,0.7917,57.3135,3.5585
6829,0,30.0,50,0.24,0.9806,0.1556,0.999,-0.1628,0.9983,0.5942,0.358,-1.0148,0.6639,2.1636,0.8959,1.6875,0.7701,-0.102,1.0051,127.6776,57.4864
6830,0,60.0,82,-0.0732,1.0035,0.0933,1.0023,0.0145,1.0072,0.7232,0.267,-1.7903,1.661,2.5709,1.7433,2.6067,1.7052,0.3827,0.9296,224.433,997.647
6831,0,60.0,78,-0.1795,0.9901,-0.5278,0.8553,-0.4848,0.8813,0.7665,0.0572,-1.7,1.2853,2.502,1.3866,2.5736,1.2861,-0.039,1.0058,78.7467,6.3813
6832,1,30.0,38,0.2105,0.9907,-0.1429,1.0042,0.3125,0.9651,0.7828,0.0324,-0.5112,0.6008,1.3229,0.7514,1.413,0.6338,-0.1892,0.9955,76.7784,3.2193
6833,1,60.0,77,0.6364,0.7764,-0.2958,0.9621,-0.4154,0.9167,0.7809,0.0772,-1.7222,1.3145,2.5343,1.4204,2.6203,1.3073,-1.0,0.0,80.572,39.3535
6834,1,41.9,51,-0.451,0.9014,0.5652,0.8341,0.6585,0.7619,0.8249,0.0585,-0.9996,0.9288,1.7831,0.9954,1.9509,0.9361,0.6,0.8081,73.1263,5.7805
6835,1,30.0,45,0.9111,0.4168,0.0,1.0121,-0.3333,0.9551,0.6727,0.075,-0.4918,0.5518,1.0586,0.5945,1.2659,0.5665,-0.7273,0.6943,91.3093,19.6745
6836,1,30.0,43,0.5349,0.8549,-0.15,1.0013,-0.0811,1.0105,0.6972,0.1664,-0.4589,0.6094,1.0716,0.7135,1.255,0.706,-0.8095,0.5942,95.814,44.4403
6837,1,28.9533,38,-0.0526,1.012,0.1429,1.0042,0.5,0.8799,0.7627,0.1392,-0.4344,0.6365,1.1562,0.7239,1.3013,0.6786,-0.1351,1.0045,83.0187,25.1648
6838,1,60.0,84,0.7143,0.7041,0.1282,0.9982,-0.3333,0.9494,0.7095,0.0414,-1.5691,1.2097,2.2064,1.3014,2.3914,1.207,-0.253,0.9733,84.8558,4.9866
6839,0,60.0,73,-0.0137,1.0068,0.2537,0.9746,0.1148,1.0016,0.823,0.2335,-1.7468,1.3543,2.5813,1.442,2.6841,1.3578,-0.3611,0.9391,79.4516,24.5801
6840,1,30.0,40,-0.4,0.9282,-0.027,1.0134,0.1176,1.008,0.7255,0.21,-0.4594,0.5843,1.1738,0.7451,1.2882,0.6661,-0.2308,0.9857,94.9178,45.2843
6841,1,30.0,45,-0.2889,0.9682,0.0,1.0121,0.0256,1.0127,0.655,0.2395,-0.4603,0.5521,1.1007,0.6496,1.2221,0.5836,0.0455,1.0105,109.2337,53.7426
6842,1,30.0,42,0.0,1.0121,0.0769,1.0101,-0.1111,1.0079,0.6955,0.2604,-0.4743,0.6015,1.1555,0.7355,1.2456,0.6623,0.122,1.0049,110.0139,67.4392
6843,1,30.0,44,0.9545,0.3015,0.0244,1.0121,-0.2632,0.9777,0.6799,0.0101,-0.5183,0.5266,1.062,0.5758,1.3365,0.4998,-0.7209,0.7012,88.2643,1.3089
6844,0,30.0,52,0.2308,0.9825,0.3333,0.9528,-0.1111,1.005,0.5768,0.2631,-0.4189,0.5901,1.0356,0.6898,1.094,0.6672,0.0588,1.0082,126.808,56.4707
6845,1,60.0,77,0.974,0.2279,0.1268,0.999,-0.2308,0.9806,0.7795,0.0896,-1.6845,1.315,2.5037,1.409,2.5845,1.3284,-0.7105,0.7083,77.5022,4.7784
6846,1,30.0,35,-0.5429,0.8521,-0.25,0.9837,-0.1034,1.0122,0.8625,0.2738,-0.5768,0.6914,1.4015,0.9052,1.5339,0.7764,0.3529,0.9497,84.5722,50.3088
6847,1,30.0,47,0.4894,0.8815,-0.0909,1.0074,-0.2683,0.9753,0.6273,0.0134,-0.5015,0.5176,1.0105,0.5331,1.2444,0.5227,-0.2174,0.9869,95.6875,2.0213
6848,0,60.0,88,-0.1591,0.9929,-0.3171,0.9542,-0.3158,0.9551,0.6796,0.1899,-1.4907,1.1704,2.2082,1.2351,2.2753,1.1798,-0.4483,0.8991,96.1591,29.573
6849,1,33.7333,41,-0.122,1.0049,0.5676,0.8347,-0.2121,0.9924,0.8138,0.0362,-0.7285,0.7274,1.5462,0.8763,1.6885,0.6956,-0.75,0.6699,73.8677,3.1563
6850,1,30.0,31,0.4839,0.8896,-0.2857,0.9759,-0.12,1.0132,0.9717,0.066,-0.6171,0.6859,1.5326,0.9668,1.6939,0.7401,-0.9333,0.3651,62.0373,4.3871
6851,1,30.0,38,0.2105,0.9907,0.1429,1.0042,0.0,1.016,0.7748,0.2035,-0.4863,0.6279,1.2006,0.6731,1.3647,0.63,0.027,1.0134,87.0014,40.8614
6852,1,30.0,32,-0.125,1.008,0.4483,0.9097,0.3077,0.9703,0.9391,0.1008,-0.6424,0.6758,1.5089,0.7973,1.6931,0.6499,0.0323,1.016,64.5374,6.3132
6853,1,45.82,58,-0.1034,1.0033,0.0943,1.0051,-0.1667,0.9964,0.7882,0.0228,-1.1486,1.0452,1.9549,1.1564,2.0546,1.0657,-0.5789,0.8226,76.1806,2.1862
6854,0,30.0,66,0.8485,0.5333,-0.1429,0.9977,0.8333,0.5574,0.4483,0.04,-0.2495,0.378,0.8146,0.3726,0.7944,0.369,-0.9692,0.2481,134.528,7.8025
6855,0,30.0,48,0.2083,0.9884,-0.2889,0.9682,-0.4286,0.9145,0.6236,0.0984,-0.4622,0.5249,1.0161,0.5181,1.2011,0.5402,-0.7021,0.7197,99.5009,22.9502
6856,1,30.0,46,-0.1304,1.0024,-0.2093,0.9894,-0.25,0.9806,0.6487,0.0466,-0.4641,0.5404,1.0645,0.5564,1.2126,0.5411,-0.2,0.9909,92.9412,6.3359
6857,0,14.333300000000001,36,0.3333,0.9562,-0.0588,1.0133,0.0625,1.014,0.3943,0.1169,0.0345,0.2026,0.4484,0.1936,0.449,0.2088,0.0286,1.0142,167.5343,57.3187
6858,0,30.0,42,0.0952,1.0075,0.4595,0.9005,0.2,0.9941,0.7052,0.1969,-0.8232,0.9106,1.9595,1.2257,1.604,0.9061,-0.4146,0.9213,96.6964,43.9457
6859,1,59.9933,98,0.0612,1.0033,0.1461,0.9949,-0.1084,1.0001,0.6118,0.2025,-2.4097,1.6662,3.0346,1.7153,3.1138,1.6391,-0.4433,0.901,120.3328,72.5956
6860,1,30.0,37,-0.2973,0.968,0.4118,0.925,-0.2258,0.9903,0.8062,0.0103,-0.5207,0.618,1.2986,0.7642,1.4404,0.6364,-0.8333,0.5606,74.4348,0.9549
6861,1,30.0,31,0.3548,0.9504,0.037,1.0184,-0.0833,1.018,0.9851,0.2596,-1.6915,1.0704,2.5048,1.2544,2.7391,1.2605,-0.3333,0.9589,73.1809,54.5504
6862,1,18.973300000000002,22,-0.0909,1.0193,0.8,0.6156,0.8889,0.4714,0.8444,0.0642,-0.132,0.3945,0.8943,0.4423,1.0805,0.355,0.5238,0.8729,71.4214,5.0993
6863,1,30.0,42,-0.7143,0.7083,-0.0256,1.0127,-0.0556,1.0126,0.7136,0.2139,-0.4608,0.6041,1.1654,0.7692,1.2763,0.6921,0.4146,0.9213,100.0912,56.9985
6864,1,12.1133,20,0.6,0.8208,-0.3333,0.9701,-0.375,0.9574,0.5947,0.1898,0.0613,0.2306,0.4219,0.2959,0.6248,0.3249,-0.4737,0.9048,118.0052,60.1762
6865,1,30.0,37,-0.2973,0.968,0.0588,1.0133,-0.0968,1.0118,0.7924,0.0962,-0.5052,0.653,1.3352,0.766,1.427,0.6785,-0.6667,0.7559,77.729,17.1059
6866,1,37.0333,53,0.9245,0.3848,0.3061,0.9619,-0.1111,1.005,0.6922,0.0379,-0.7676,0.7065,1.3465,0.7042,1.5771,0.6782,-0.1154,1.003,86.9162,4.5017
6867,1,30.0,30,-0.0667,1.0148,0.2593,0.9842,0.5,0.8847,0.9868,0.1723,-0.5704,0.7435,1.5753,0.8924,1.6795,0.7876,-0.4483,0.9097,61.9157,6.822
6868,1,60.0,69,-0.1014,1.0021,0.0159,1.0079,0.0526,1.0075,0.865,0.2562,-1.8344,1.5041,2.6647,1.5814,2.8069,1.5299,-0.7647,0.6492,76.867,27.3525
6869,0,30.0,88,-0.9545,0.2998,0.2619,0.9709,0.4568,0.8951,0.3385,0.0283,-0.522,0.3046,0.9989,0.3132,0.9393,0.3424,0.5172,0.8608,180.1269,37.0406
6870,1,30.0,31,-0.2258,0.9903,0.5,0.8819,0.44,0.9165,0.9629,0.0931,-0.6256,0.6965,1.5179,0.846,1.7037,0.6797,-0.4667,0.8996,62.8577,5.9413
6871,1,30.0,41,0.2195,0.9877,0.1579,1.0007,0.4286,0.9167,0.7289,0.2417,-0.4773,0.5748,1.1477,0.6647,1.303,0.5788,-0.05,1.0115,95.5128,43.3504
6872,1,30.0,41,0.8049,0.6008,-0.3684,0.9421,-0.3714,0.942,0.7254,0.0465,-0.5382,0.5316,1.2291,0.6398,1.3868,0.5109,-0.75,0.6699,83.0649,5.6691
6873,1,30.0,43,-1.0,0.0,0.25,0.9806,0.4054,0.9267,0.6819,0.0138,-0.5247,0.5312,1.0668,0.5937,1.3308,0.5065,0.7619,0.6555,88.0237,1.7651
6874,1,16.9267,20,0.3,0.9787,-0.3333,0.9701,-0.25,1.0,0.823,0.3742,-0.1226,0.4496,0.7583,0.6109,1.018,0.5465,-0.1579,1.0145,96.4287,61.0319
6875,0,60.0,116,0.2069,0.9826,-0.1455,0.9939,-0.3846,0.9275,0.515,0.1228,-1.0994,0.906,1.6281,0.9078,1.7131,0.9206,-0.8783,0.4803,122.4481,25.7388
6876,0,30.0,34,-0.0588,1.0133,0.0323,1.016,-0.0714,1.0157,0.8722,0.1211,-0.6249,0.6728,1.4102,0.7866,1.6025,0.6653,-0.3333,0.9574,70.1025,10.0033
6877,1,30.0,37,-0.1351,1.0045,0.0,1.015,0.4194,0.9228,0.8074,0.054,-0.527,0.6633,1.2756,0.7594,1.4454,0.6912,-0.1111,1.0079,74.6367,5.0256
6878,0,30.0,36,0.6111,0.8028,0.0,1.016,-0.1724,1.0025,0.8318,0.2958,-1.0972,1.0529,1.8361,1.1337,2.0021,1.0393,0.0857,1.0109,91.4267,58.7958
6879,1,60.0,77,0.5844,0.8168,-0.0704,1.0046,0.4769,0.8858,0.7822,0.0332,-1.6807,1.336,2.5245,1.4468,2.5669,1.3495,-0.7895,0.6179,76.8433,3.353
6880,1,14.826699999999999,18,-0.7778,0.6468,0.625,0.8062,0.7143,0.7263,0.8194,0.0519,-0.0319,0.3259,0.7163,0.5172,0.959,0.3587,0.4118,0.9393,73.495,4.5813
6881,1,30.0,41,-0.3171,0.9602,-0.1053,1.0078,0.0857,1.0109,0.7201,0.184,-0.4543,0.6188,1.1648,0.7771,1.2744,0.7285,0.1,1.0077,92.322,37.4011
6882,0,30.0,37,0.0811,1.0105,0.0588,1.0133,0.0968,1.0118,0.8088,0.2719,-0.4924,0.7093,1.3594,0.8521,1.4082,0.8063,-0.1111,1.0079,138.4158,322.5892
6883,0,30.0,58,-0.1379,0.9991,-0.0943,1.0051,-0.1373,1.0004,0.5178,0.2109,-0.5002,0.7043,1.2709,0.9865,1.0876,0.7118,0.0526,1.0075,445.985,2367.2748
6884,1,30.0,32,0.125,1.008,0.1724,1.0025,0.2308,0.9923,0.9343,0.05,-0.6003,0.7231,1.4977,0.893,1.6486,0.7383,0.9355,0.3592,64.419,3.8832
6885,1,16.2733,19,-0.6842,0.7493,0.0588,1.029,0.2,1.0142,0.8641,0.0716,-0.1127,0.3411,0.8498,0.477,1.0906,0.3157,0.6667,0.767,69.8972,5.87
6886,1,12.5867,17,0.7647,0.6642,0.6,0.8281,0.5385,0.8771,0.6885,0.2288,0.1111,0.2864,0.5147,0.317,0.6684,0.3449,-0.25,1.0,103.4169,54.977
6887,1,17.48,18,0.5556,0.8556,0.25,1.0,0.1429,1.0271,0.9376,0.0542,-0.1015,0.4177,0.9621,0.6105,1.1452,0.4446,-0.2941,0.9852,64.1818,3.5348
6888,1,16.6467,17,-0.1765,1.0146,0.4667,0.9155,0.5385,0.8771,0.9404,0.3139,-0.0696,0.3277,0.8784,0.6991,1.1009,0.565,0.75,0.6831,70.9242,27.2253
6889,1,39.4,64,0.5625,0.8333,-0.1,1.0034,0.0714,1.0065,0.6179,0.0218,-0.7704,0.6993,1.3038,0.7006,1.4964,0.7042,-0.3333,0.9504,97.224,3.4136
6890,1,60.0,83,-0.7349,0.6823,0.1688,0.9921,0.4648,0.8917,0.725,0.1182,-1.5706,1.2327,2.2581,1.3064,2.4064,1.2535,0.4146,0.9156,87.2825,29.5854
6891,0,30.0,43,0.0698,1.0094,0.2,0.9923,-0.2432,0.9833,0.697,0.1783,-0.4165,0.6337,1.1201,0.8098,1.2132,0.7963,0.0952,1.0075,92.0235,24.3098
6892,0,30.0,23,-0.1304,1.0137,0.3,0.9787,0.6471,0.7859,1.2535,0.5421,-0.8407,1.1902,1.8447,1.4415,2.1672,1.4797,0.2727,0.9847,64.6408,43.8973
6893,0,30.0,28,0.5,0.8819,0.12,1.0132,-0.3636,0.9535,1.0584,0.1522,-0.6815,0.8672,1.6253,0.9241,1.8437,0.871,-0.037,1.0184,57.9325,9.1151
6894,0,30.0,43,0.9535,0.305,0.2,0.9923,0.027,1.0134,0.6788,0.0809,-0.4783,0.5728,1.0311,0.5972,1.2559,0.6123,-0.381,0.9358,90.6754,19.8739
6895,1,30.0,33,-0.1515,1.0038,0.2667,0.9803,0.1111,1.0127,0.9026,0.0239,-0.5897,0.7164,1.4849,0.8583,1.6012,0.734,-0.25,0.9837,66.5193,1.7534
6896,1,30.0,30,0.4667,0.8996,0.2593,0.9842,0.25,0.9891,0.9918,0.1401,-0.5937,0.7243,1.5144,0.8632,1.7119,0.681,-0.5172,0.871,63.4552,22.3229
6897,0,60.0,133,0.0677,1.0015,0.1496,0.9927,0.6694,0.746,0.4496,0.0104,-0.9507,0.7754,1.5005,0.7768,1.4927,0.7705,-0.4091,0.916,133.5079,3.0338
6898,0,34.6267,50,0.12,1.0029,0.0,1.0111,-0.4762,0.89,0.6915,0.2596,-0.669,0.7475,1.3548,0.9343,1.4599,0.8512,-1.0,0.0,129.8454,191.4467
6899,1,14.113299999999999,26,-0.7692,0.6516,0.3043,0.974,0.2381,0.9952,0.5325,0.227,-0.0109,0.346,0.5158,0.2793,0.6252,0.3222,0.28,0.9798,139.5944,70.8038
6900,0,30.0,52,-0.2692,0.9725,0.2653,0.9742,0.1739,0.9956,0.5739,0.2521,-0.379,0.5283,0.9947,0.6525,1.0542,0.6471,0.0196,1.0098,297.5171,1244.1749
6901,1,30.0,45,0.6,0.809,-0.2857,0.9699,-0.2821,0.9719,0.6614,0.0928,-0.5024,0.5527,1.0701,0.5899,1.2679,0.5398,-0.5909,0.8161,93.7144,23.11
6902,0,56.9933,83,0.1084,1.0001,0.0649,1.0044,0.0423,1.0062,0.6854,0.1411,-1.3715,1.1123,2.0275,1.1464,2.1581,1.1135,-0.3415,0.9457,94.2889,34.1059
6903,0,30.0,38,-0.4737,0.8925,-0.6,0.8117,-0.3125,0.9651,0.7891,0.053,-0.5238,0.5844,1.2763,0.6494,1.4343,0.585,0.6757,0.7474,76.4164,5.9078
6904,0,33.4933,41,-0.0732,1.0097,0.1892,0.9955,0.0909,1.0113,0.8159,0.1115,-0.6861,0.7164,1.4739,0.8319,1.6236,0.7212,-0.25,0.9806,75.0365,11.6419
6905,1,30.0,43,-0.1628,0.9983,0.05,1.0115,0.1351,1.0045,0.6732,0.2312,-0.4522,0.4973,1.0775,0.5469,1.2272,0.4742,0.1429,1.0017,106.748,55.6292
6906,0,30.0,54,0.4074,0.9218,-0.098,1.0051,0.0417,1.0097,0.5532,0.2004,-0.357,0.4763,0.9101,0.4927,1.0069,0.4879,-0.0943,1.0051,118.3959,30.6224
6907,0,13.9533,32,0.5,0.8799,-0.2414,0.9876,-0.2593,0.9842,0.4314,0.1379,-0.4022,0.2172,0.8557,0.2239,0.8879,0.2381,-0.2903,0.9727,157.1058,64.2027
6908,0,30.0,47,0.234,0.9827,0.2727,0.9732,-0.3659,0.9422,0.6404,0.0852,-0.4475,0.508,1.0177,0.526,1.1921,0.4927,-0.8696,0.4993,95.5021,14.3811
6909,1,31.74,38,-0.3158,0.9616,0.1176,1.008,-0.2,0.9965,0.8418,0.0176,-0.6104,0.6578,1.4481,0.8048,1.5833,0.6491,-1.0,0.0,71.3074,1.5578
6910,0,26.78,28,0.5,0.8819,0.2,1.0,0.1818,1.0065,0.9477,0.1896,-0.4604,0.7163,1.3859,0.8923,1.5044,0.7443,-0.037,1.0184,66.9686,20.1146
6911,0,16.4,24,-0.4167,0.9286,0.1429,1.0142,0.0526,1.026,0.6722,0.2569,-0.186,0.3182,0.6835,0.3409,0.9919,0.2607,0.3043,0.974,112.9189,78.5237
6912,1,13.4533,11,-0.8182,0.603,0.7778,0.6667,0.7143,0.7559,1.29,0.0735,0.1241,0.6111,0.8207,0.6814,1.2437,0.6177,0.8,0.6325,46.6676,3.0432
6913,1,30.0,36,0.4444,0.9085,0.0,1.016,-0.1034,1.0122,0.8464,0.3118,-0.7055,0.7781,1.5109,0.8926,1.6634,0.7884,-0.3714,0.942,89.2121,53.3106
6914,0,25.313299999999998,37,0.4054,0.9267,0.1176,1.008,0.0323,1.016,0.6741,0.0932,-0.3554,0.5508,0.9555,0.5412,1.1297,0.5582,-0.6667,0.7559,90.5069,11.2472
6915,1,30.0,38,0.3158,0.9616,0.3714,0.942,0.0625,1.014,0.7779,0.0379,-0.5629,0.6137,1.2488,0.7251,1.4604,0.6389,-0.4054,0.9267,77.2977,3.6024
6916,1,30.0,34,0.4118,0.925,0.0323,1.016,-0.0714,1.0157,0.8676,0.1744,-0.542,0.6806,1.4153,0.854,1.5162,0.7216,-0.5152,0.8704,76.2017,37.5096
6917,0,14.1867,20,0.5,0.8885,0.6667,0.767,0.625,0.8062,0.6712,0.2301,0.0778,0.3173,0.5124,0.3194,0.6769,0.3417,0.2632,0.9912,103.5408,49.0344
6918,1,30.0,41,-0.6585,0.7619,-0.1053,1.0078,-0.0857,1.0109,0.7224,0.0476,-0.5068,0.5775,1.1506,0.6396,1.3425,0.5673,0.1,1.0077,83.3923,5.2685
6919,1,59.9867,80,-0.2,0.986,0.0,1.0068,-0.2059,0.9859,0.7538,0.1694,-1.5683,1.4165,2.3356,1.5045,2.4341,1.4842,-0.4177,0.9144,88.0549,39.221
6920,1,50.8067,62,0.2581,0.974,0.0357,1.0084,0.0588,1.0082,0.8099,0.1101,-1.3519,1.1834,2.1167,1.3039,2.2686,1.2058,0.5738,0.8258,75.3253,9.7357
6921,1,30.0,38,0.5789,0.8263,-0.0857,1.0109,-0.375,0.9419,0.7782,0.2296,-0.4562,0.6665,1.2085,0.8974,1.3292,0.7959,-0.5676,0.8347,103.4285,130.8627
6922,0,30.0,67,-0.1045,1.002,-0.1803,0.9918,0.2203,0.9838,0.4465,0.1549,-0.748,0.396,1.3118,0.4971,1.2705,0.407,0.2424,0.9776,152.6502,64.3169
6923,1,30.0,40,-0.25,0.9806,0.027,1.0134,0.0,1.015,0.7503,0.1527,-0.5011,0.5853,1.2452,0.7136,1.3762,0.6128,-0.4359,0.9118,86.3138,32.8926
6924,1,30.0,40,-0.15,1.0013,-0.027,1.0134,-0.0588,1.0133,0.7505,0.1668,-0.4919,0.642,1.2392,0.7779,1.3548,0.7164,-0.3846,0.9351,87.3161,36.5227
6925,1,30.0,44,-0.3636,0.9423,0.122,1.0049,0.3158,0.9616,0.6807,0.182,-0.4331,0.6259,1.0998,0.7489,1.2046,0.7308,0.1628,0.9983,98.755,42.826
6926,0,30.0,58,-0.0345,1.0081,-0.2593,0.9749,-0.0769,1.0068,0.5113,0.2239,-0.3362,0.4667,0.8838,0.5065,0.9496,0.5057,-0.0877,1.005,139.8072,58.3514
6927,1,30.0,38,-0.4211,0.9192,0.2571,0.9805,0.5625,0.84,0.7741,0.154,-0.4761,0.631,1.2383,0.682,1.3472,0.6197,-0.027,1.0134,84.6422,38.957
6928,1,12.2133,19,0.4737,0.9048,0.0588,1.029,0.2,1.0142,0.6167,0.2022,-0.0008,0.3817,0.5637,0.4544,0.738,0.4215,-0.2222,1.0033,111.7357,48.0583
6929,1,30.0,34,0.2353,0.9865,0.2258,0.9903,-0.1429,1.0079,0.8854,0.1961,-0.5329,0.6828,1.4248,0.9076,1.524,0.7768,-0.5758,0.8303,74.4638,32.1988
6930,0,30.0,69,-0.6812,0.7375,0.1515,0.996,0.2381,0.979,0.436,0.0749,-0.293,0.3655,0.7775,0.4051,0.8249,0.3835,0.0294,1.007,142.0408,27.2832
6931,1,30.0,46,-0.1304,1.0024,0.0698,1.0094,0.25,0.9806,0.6527,0.2524,-0.4027,0.5632,1.0382,0.7025,1.1453,0.6538,0.1111,1.005,108.8611,49.6805
6932,1,32.2133,36,-0.1667,1.0,-0.0625,1.014,0.0714,1.0157,0.8911,0.1125,-0.5936,0.7439,1.4582,0.8214,1.6016,0.7313,-0.5429,0.8521,69.6104,19.0262
6933,0,60.0,85,-0.2706,0.9684,0.2405,0.9768,-0.2055,0.9854,0.703,0.1463,-1.4898,1.3203,2.1264,1.4344,2.2993,1.3844,-0.7381,0.6787,91.0981,28.7608
6934,1,28.3467,46,-0.6087,0.8022,-0.1429,1.0017,-0.1282,1.0047,0.6235,0.1747,-0.778,0.8535,1.3568,0.9122,1.4748,0.8878,0.0222,1.0111,115.9718,84.57
6935,1,30.0,37,-0.2432,0.9833,0.1765,0.9991,0.2903,0.9727,0.8008,0.2336,-0.4839,0.6177,1.2599,0.7833,1.3866,0.641,0.1667,1.0,88.4966,49.5591
6936,0,11.0467,17,0.4118,0.9393,-0.0667,1.0328,-0.2308,1.0127,0.6288,0.1843,0.1411,0.1982,0.4451,0.2364,0.5844,0.286,-0.125,1.0247,104.6727,35.0608
6937,0,30.0,65,0.4462,0.9019,-0.0968,1.0034,-0.6271,0.7856,0.456,0.0932,-0.3065,0.3835,0.7917,0.3679,0.8562,0.3739,-0.7188,0.7008,136.8057,26.7575
6938,1,30.0,29,-0.1724,1.0025,-0.1538,1.0077,-0.0435,1.0215,1.0089,0.1749,-0.6272,0.7451,1.5778,0.8598,1.7426,0.7263,0.3571,0.9512,63.1861,24.7249
6939,1,55.0933,51,0.4118,0.9204,0.0667,1.009,-0.2308,0.9857,1.074,0.0405,-2.0277,1.6482,3.075,1.7999,3.2025,1.6358,-0.88,0.4798,55.9417,2.0521
6940,0,31.8467,51,0.451,0.9014,0.234,0.9827,0.3488,0.9483,0.6215,0.0919,-0.5157,0.5378,1.053,0.5381,1.2445,0.5164,-0.12,1.0029,99.5679,21.9788
6941,1,60.0,70,-0.3714,0.9352,-0.1875,0.99,0.2069,0.9869,0.8576,0.1069,-1.7781,1.4817,2.6502,1.5903,2.7482,1.5136,0.0435,1.0064,72.1664,18.5415
6942,1,30.0,48,0.5417,0.8495,0.3778,0.9364,-0.1905,0.9936,0.6174,0.0667,-0.4378,0.5099,0.9829,0.5006,1.1479,0.4984,-0.617,0.7955,99.6719,24.0089
6943,0,60.0,83,-0.0602,1.0043,-0.0649,1.0044,-0.3803,0.9315,0.7279,0.4104,-1.611,1.151,2.3163,1.1999,2.4589,1.1325,-0.6585,0.7572,101.9393,43.027
6944,0,30.0,50,0.48,0.8862,-0.234,0.9827,-0.3636,0.9423,0.5887,0.2028,-0.3948,0.524,0.9797,0.589,1.0797,0.5633,-0.5918,0.8144,118.9459,54.0067
6945,1,60.0,80,0.075,1.0035,0.2432,0.9766,0.0,1.0074,0.7561,0.1429,-1.6403,1.4146,2.4028,1.5502,2.5014,1.4822,-0.1899,0.9881,82.9063,21.1861
6946,0,60.0,111,0.5315,0.8509,0.0476,1.0037,0.0707,1.0026,0.5398,0.2754,-1.1377,1.2197,1.7326,1.3577,1.7729,1.3502,-0.2364,0.9761,141.2294,109.2033
6947,0,30.0,37,-0.027,1.0134,-0.1765,0.9991,-0.1613,1.0032,0.8245,0.0805,-0.5522,0.6423,1.2938,0.7119,1.4911,0.6354,0.0,1.0142,73.6191,9.3136
6948,0,30.0,45,0.6,0.809,0.0952,1.0075,-0.2308,0.9857,0.6624,0.0924,-0.5018,0.5259,1.0848,0.6084,1.2677,0.5374,-0.8182,0.5816,92.6201,15.3293
6949,1,32.7267,41,0.4146,0.9213,-0.2432,0.9833,-0.0909,1.0113,0.7962,0.0054,-0.6332,0.7555,1.3703,0.8025,1.5389,0.7703,0.55,0.8458,75.3644,0.5067
6950,1,60.0,74,-0.4595,0.8943,0.2059,0.9859,0.6774,0.7416,0.8063,0.0281,-1.7189,1.3527,2.4796,1.3791,2.6487,1.3543,-0.3425,0.946,74.5033,2.6008
6951,1,30.0,37,-0.2973,0.968,0.1765,0.9991,0.4839,0.8896,0.8165,0.0298,-0.4884,0.6289,1.2745,0.724,1.4206,0.6333,0.1667,1.0,73.5818,2.6977
6952,1,60.0,86,0.7209,0.6971,-0.1,1.0013,-0.1892,0.9886,0.698,0.1029,-1.5365,1.2507,2.215,1.3237,2.3507,1.2976,0.1059,1.0003,89.7358,27.249
6953,0,30.0,68,0.0588,1.0057,0.1111,1.0018,0.1803,0.9918,0.438,0.1478,-0.2789,0.4232,0.8065,0.4227,0.8174,0.4392,-0.7313,0.6872,151.792,45.4071
6954,1,33.5933,38,0.1579,1.0007,0.0,1.015,0.2,0.9965,0.8796,0.0574,-0.7805,0.7892,1.6515,0.943,1.8045,0.7827,0.8919,0.4585,68.5048,4.6696
6955,0,30.0,48,-0.0833,1.0071,0.1111,1.005,0.1429,1.0017,0.6263,0.2108,-0.4265,0.5236,1.0509,0.5808,1.1488,0.5392,-0.3191,0.958,105.1678,32.1599
6956,0,30.0,51,-0.1373,1.0004,0.1489,0.9995,-0.1364,1.0021,0.5884,0.2141,-0.7346,0.9366,1.3657,1.0973,1.3996,1.0947,-0.34,0.9392,121.6946,60.5016
6957,1,30.0,39,-0.0769,1.0101,0.1765,0.9991,0.125,1.008,0.7762,0.2615,-0.5493,0.7283,1.7416,1.2781,1.401,0.7632,0.0526,1.012,95.7433,59.3242
6958,0,30.0,54,0.2593,0.9749,-0.3725,0.9372,-0.4583,0.8982,0.5528,0.2392,-0.376,0.4054,0.9148,0.4605,1.041,0.4256,-0.6226,0.79,133.0156,61.0504
6959,0,30.0,62,0.1935,0.9891,-0.069,1.0063,-0.2364,0.9806,0.486,0.1847,-0.3439,0.4712,0.861,0.4748,0.9169,0.4612,-0.4754,0.8871,140.7616,48.7009
6960,1,30.0,42,0.1429,1.0017,0.2308,0.9857,0.0,1.0142,0.7236,0.2373,-0.4493,0.6768,1.234,0.8918,1.291,0.8555,-0.2195,0.9877,97.5529,47.8077
